学号,班级,姓名,性别,英语,体育,军训,数分,高代,解几
2308024210,23080209,谢淑华,男,75,55,76,91,96,70
2308024916,23080224,李瑞,女,84,94,77,43,41,76
2308024150,23080283,郭畅,女,58,89,87,43,47,68
2308024382,23080221,徐桂芳,女,75,81,42,61,63,55
2308024070,23080298,刘彬,男,90,72,69,100,55,75
2308024729,23080246,韦婷婷,男,65,88,80,49,76,79
2308024783,23080211,郭晨,男,85,70,73,83,49,88
2308024189,23080279,林峰,女,69,92,53,41,42,63
2308024629,23080214,李杰,女,66,85,40,67,54,100
2308024427,23080248,周玉英,男,62,75,82,51,86,75
2308024557,23080206,江晶,男,84,78,49,98,96,78
2308024445,23080256,钟瑜,女,97,63,87,47,61,77
2308024380,23080261,李志强,男,73,78,96,41,56,68
2308024891,23080210,黄岩,女,48,85,87,42,100,88
2308024516,23080280,刘红梅,女,61,76,48,68,41,48
2308024427,23080206,李倩,女,57,42,84,92,64,72
2308024983,23080270,徐磊,男,87,44,76,44,96,92
2308024109,23080243,王琳,女,94,68,94,46,88,79
2308024211,23080249,李桂兰,男,56,55,77,46,87,54
2308024435,23080242,邱楠,女,65,76,90,56,88,98
2308024243,23080293,易建华,男,48,54,99,76,75,61
2308024623,23080281,吴杰,女,72,65,59,95,48,51
2308024008,23080261,霍桂花,男,99,42,80,99,47,94
2308024698,23080216,陈丹,男,75,56,73,83,74,80
2308024472,23080249,王金凤,男,81,93,92,56,53,40
2308024273,23080234,杨宁,男,86,45,82,52,74,94
2308024522,23080244,曾宇,男,40,70,49,58,42,79
2308024297,23080240,邓磊,男,60,51,70,54,52,65
2308024427,23080207,廖建华,男,62,47,52,100,53,65
2308024237,23080214,方艳,女,45,87,缺考,77,55,88
2308024789,23080261,熊楠,女,69,89,69,58,59,70
2308024186,23080250,娄桂香,男,62,81,98,94,99,73
2308024240,23080220,张军,女,47,69,92,46,74,50
2308024529,23080265,赵红,男,58,40,50,71,83,57
2308024442,23080215,徐斌,男,62,82,63,87,45,94
2308024858,23080235,张晨,女,41,86,59,49,54,41
2308024140,23080231,陈秀荣,女,49,61,98,71,65,68
2308024361,23080256,孟桂荣,女,42,75,52,59,48,45
2308024945,23080200,王瑜,女,59,61,71,93,85,73
2308024006,23080216,陈莉,男,64,63,87,66,53,90
2308024332,23080242,王欣,女,69,41,77,43,96,99
2308024507,23080211,杨凯,女,55,92,83,64,48,77
2308024258,23080296,马瑞,女,42,83,80,57,82,86
2308024173,23080211,田秀华,男,89,62,81,60,92,58
2308024336,23080233,蔡瑜,女,41,60,93,45,62,50
2308024216,23080285,王红,女,46,72,51,86,40,78
2308024997,23080215,周勇,男,87,77,缺考,80,95,84
2308024306,23080269,杨亮,男,59,65,62,61,100,61
2308024897,23080217,王健,男,70,65,77,96,82,69
2308024003,23080214,尹琴,女,97,42,58,50,46,91
2308024197,23080232,黄玲,男,100,42,87,67,68,49
2308024654,23080297,龚成,男,87,93,92,100,80,68
2308024613,23080254,朱秀荣,女,50,65,58,67,59,66
2308024237,23080278,翁亮,男,45,71,75,100,69,77
2308024288,23080254,马成,男,96,70,64,92,82,85
2308024369,23080290,俞梅,男,56,82,90,77,77,56
2308024017,23080279,孟博,男,61,76,81,74,73,44
2308024290,23080290,贾玉,男,54,59,90,44,49,100
2308024690,23080230,冯佳,男,42,81,44,84,53,47
2308024952,23080248,刘阳,女,58,42,79,81,72,56
2308024174,23080238,黎建平,男,44,71,97,52,94,78
2308024479,23080255,陈凤兰,男,82,47,68,99,49,68
2308024356,23080252,高欣,男,76,51,60,50,48,48
2308024484,23080237,李秀兰,女,52,99,65,60,70,49
2308024805,23080267,王雪,女,95,97,79,88,71,73
2308024263,23080268,姚霞,男,40,45,72,53,88,83
2308024605,23080290,郭斌,男,62,41,91,80,49,82
2308024231,23080230,田玲,男,56,59,89,57,80,70
2308024105,23080282,王峰,女,77,84,64,60,86,79
2308024405,23080277,林秀荣,男,71,74,42,48,98,47
2308024498,23080212,张玉,男,43,87,55,61,56,70
2308024656,23080204,颜兵,男,87,57,66,81,99,55
2308024435,23080235,李莉,女,52,85,78,57,77,44
2308024112,23080294,朱琳,女,67,90,86,75,100,55
2308024532,23080203,丁洋,女,50,44,43,40,44,80
2308024348,23080293,胡利,男,99,85,64,70,54,63
2308024373,23080249,林春梅,男,78,44,62,42,62,68
2308024194,23080267,陆璐,男,44,72,98,89,86,76
2308024766,23080296,覃波,女,88,50,92,80,98,46
2308024545,23080259,胡琴,男,89,75,40,64,47,87
2308024496,23080255,范丹,女,51,72,80,48,73,52
2308024107,23080292,党敏,男,100,41,43,97,47,81
2308024062,23080292,孙燕,女,88,64,100,68,69,90
2308024968,23080290,唐兵,女,91,56,66,62,42,97
2308024751,23080284,侯荣,男,92,81,77,57,59,79
2308024381,23080229,廖秀兰,女,59,87,46,79,55,96
2308024310,23080232,罗丹,男,53,70,85,83,97,54
2308024323,23080203,李飞,女,98,53,83,70,89,85
2308024501,23080289,程桂香,男,73,55,96,82,83,47
2308024899,23080290,周佳,女,96,93,56,59,93,78
2308024060,23080200,袁秀兰,男,93,87,96,48,62,88
2308024755,23080282,刘敏,女,71,50,99,90,98,60
2308024008,23080245,潘桂芳,男,44,82,87,91,65,52
2308024914,23080240,郝凤兰,女,57,92,42,75,98,65
2308024848,23080234,张雪梅,女,97,73,95,61,95,55
2308024913,23080239,杨桂花,男,58,100,89,52,45,71
2308024626,23080208,余春梅,男,91,44,65,51,57,83
2308024300,23080297,苑瑞,女,80,42,54,89,97,97
2308024186,23080205,马玉华,男,93,61,45,68,90,89
2308024678,23080293,李秀荣,男,60,45,96,84,71,75
2308024433,23080252,朱秀荣,男,58,69,67,75,64,100
2308024482,23080216,刘秀英,男,51,84,44,47,42,78
2308024891,23080230,王强,男,67,40,84,52,95,76
2308024666,23080208,杨坤,男,100,85,56,46,58,53
2308024803,23080219,刘敏,女,78,45,55,91,62,89
2308024073,23080299,张杨,男,61,78,80,94,43,43
2308024329,23080220,覃丹,男,98,96,44,99,44,79
2308024629,23080207,张海燕,男,86,54,69,85,74,73
2308024439,23080281,高兰英,男,43,46,72,90,98,69
2308024955,23080251,王敏,女,71,94,66,85,68,74
2308024434,23080253,张丹丹,女,75,77,57,58,95,60
2308024169,23080256,姜玉英,男,78,67,96,42,44,85
2308024085,23080265,邵旭,男,73,52,50,56,44,59
2308024668,23080205,邵淑兰,男,43,56,95,96,48,85
2308024350,23080257,林玉梅,女,48,92,100,56,40,43
2308024342,23080283,胡丽娟,女,94,73,61,86,43,66
2308024191,23080280,吴林,女,50,67,93,49,68,86
2308024388,23080296,温兵,男,71,73,77,82,71,86
2308024239,23080255,张亮,男,57,62,97,80,96,80
2308024476,23080247,韦小红,女,72,73,96,61,45,57
2308024477,23080291,刘红梅,女,78,56,100,43,53,77
2308024732,23080283,邢娜,男,71,89,50,83,61,88
2308024672,23080242,李春梅,女,73,99,92,50,70,84
2308024674,23080291,李林,女,48,91,95,62,83,58
2308024603,23080243,卢平,女,79,57,48,64,64,47
2308024314,23080253,黄龙,男,66,91,63,46,64,52
2308024174,23080222,王秀荣,男,58,48,74,93,76,70
2308024659,23080294,赵莉,男,46,47,61,78,88,99
2308024497,23080213,毛秀芳,男,100,46,76,68,69,79
2308024061,23080201,李玉英,男,47,84,61,85,41,42
2308024118,23080227,黄鑫,女,89,89,63,48,84,96
2308024346,23080294,李倩,女,73,52,67,60,97,62
2308024349,23080278,邹华,女,63,90,68,73,96,94
2308024544,23080227,张玉,女,96,68,96,86,81,44
2308024966,23080230,谢波,男,79,56,88,40,65,40
2308024950,23080291,王明,女,94,59,68,65,43,71
2308024612,23080224,戴桂英,男,58,43,73,100,92,79
2308024466,23080297,许凤兰,男,77,99,79,60,81,41
2308024177,23080254,孙娟,女,41,59,92,69,96,47
2308024077,23080231,杨洋,女,100,64,92,59,87,74
2308024765,23080263,王红,女,61,48,74,70,48,73
2308024350,23080287,李利,男,94,70,48,49,60,89
2308024456,23080272,邓文,男,78,88,49,49,97,70
2308024092,23080249,罗雪梅,男,50,99,96,46,86,73
2308024179,23080287,杨凤英,女,58,82,56,67,65,73
2308024987,23080219,张成,女,74,96,97,68,87,75
2308024616,23080278,张鑫,女,44,91,53,66,75,47
2308024239,23080215,林建华,女,50,57,82,69,70,72
2308024125,23080295,高浩,女,41,63,75,85,81,60
2308024756,23080283,缪洋,女,70,56,100,98,100,43
2308024452,23080231,陈秀英,女,60,52,60,64,70,50
2308024177,23080283,李娜,女,81,100,85,86,49,63
2308024870,23080205,李春梅,女,46,66,90,92,92,86
2308024648,23080293,姜丽丽,男,56,76,81,86,81,69
2308024603,23080262,孙林,男,42,84,65,60,55,59
2308024126,23080245,罗淑华,女,55,46,73,49,56,87
2308024941,23080266,陈金凤,男,58,49,95,92,62,97
2308024261,23080277,杨桂荣,女,54,50,67,75,81,84
2308024844,23080285,黄秀荣,男,77,59,69,40,83,97
2308024788,23080275,周瑞,女,68,74,57,45,84,53
2308024608,23080236,陈琳,女,77,53,90,84,98,57
2308024549,23080299,傅凤英,男,67,63,54,86,99,66
2308024532,23080235,彭丽丽,女,99,99,65,58,53,75
2308024829,23080220,丁玉,女,83,87,95,54,47,81
2308024226,23080276,农帆,男,78,64,49,99,65,91
2308024768,23080200,邱婷婷,男,66,95,98,97,46,47
2308024747,23080235,黄淑华,女,53,98,40,63,90,92
2308024131,23080299,温玉,女,44,93,97,86,52,75
2308024264,23080297,武帅,男,81,94,96,48,69,95
2308024207,23080218,李华,女,87,61,58,94,53,57
2308024751,23080252,萧华,女,77,68,68,54,94,83
2308024504,23080223,陈桂花,女,75,98,91,67,40,69
2308024342,23080230,李丽娟,女,76,42,55,51,71,64
2308024367,23080290,易坤,女,83,48,54,92,86,95
2308024465,23080245,罗萍,女,69,61,46,98,64,60
2308024978,23080264,汪丹丹,男,85,95,100,67,45,93
2308024772,23080213,王晨,女,91,86,94,75,41,71
2308024524,23080260,王磊,女,88,46,96,67,44,96
2308024405,23080248,李健,女,93,99,68,100,72,96
2308024594,23080269,梁俊,女,47,49,57,82,51,41
2308024364,23080208,罗桂兰,女,91,43,75,57,73,61
2308024150,23080282,刘建华,男,43,97,100,72,76,58
2308024705,23080228,胡娜,女,45,81,59,85,81,79
2308024899,23080209,李磊,女,66,68,83,84,64,44
2308024304,23080260,魏杨,女,52,60,69,77,66,61
2308024297,23080269,陈玲,男,87,49,87,57,87,46
2308024410,23080220,曹帆,男,98,90,43,53,84,65
2308024784,23080299,王秀云,女,87,40,89,64,87,89
2308024079,23080285,郭洁,女,57,51,60,40,79,51
2308024066,23080283,李桂珍,女,66,50,76,41,43,54
2308024950,23080258,金玉珍,女,53,74,41,61,53,65
2308024469,23080263,胡帆,女,64,64,82,89,75,86
2308024161,23080217,薛桂芳,男,65,96,55,89,82,64
2308024003,23080295,顾磊,男,86,49,作弊,100,83,87
2308024117,23080270,潘林,女,85,54,61,40,44,62
2308024169,23080211,苏玉梅,女,76,47,67,73,96,91
2308024881,23080259,梁玉,女,89,48,97,46,99,64
2308024437,23080263,朱霞,男,87,58,73,49,82,47
2308024624,23080254,杨霞,男,76,70,46,82,80,41
2308024117,23080252,郑亮,女,54,49,88,77,47,80
2308024990,23080203,陈丽,男,69,74,90,60,42,50
2308024125,23080215,赖倩,女,55,57,45,94,90,100
2308024806,23080238,何杨,女,62,84,64,78,52,43
2308024547,23080289,刘丽丽,女,92,61,79,84,85,56
2308024787,23080240,陈杰,男,51,78,62,64,74,98
2308024962,23080200,张晨,女,80,81,53,57,59,93
2308024348,23080282,王秀珍,男,78,53,53,81,88,93
2308024577,23080228,朱霞,女,92,64,56,97,55,93
2308024959,23080295,陶晨,男,67,84,75,55,67,64
2308024593,23080225,景洁,女,74,62,99,75,97,66
2308024076,23080201,杨强,女,91,65,71,80,97,85
2308024351,23080241,王林,女,60,61,62,81,99,96
2308024642,23080259,朱桂香,男,56,76,74,86,98,93
2308024649,23080270,王磊,女,100,80,93,64,46,49
2308024603,23080262,李小红,女,99,44,91,82,50,73
2308024052,23080293,李荣,男,73,42,78,76,54,89
2308024004,23080265,程慧,男,49,76,96,82,63,61
2308024641,23080263,梁玉英,女,58,60,54,57,59,56
2308024164,23080224,谢成,男,44,77,44,48,41,48
2308024391,23080274,倪丹,男,99,79,90,89,65,91
2308024408,23080271,韦波,女,81,73,100,64,69,69
2308024927,23080239,林欢,男,94,77,76,92,90,89
2308024122,23080273,薄红霞,男,79,75,74,99,56,97
2308024868,23080226,吴春梅,男,59,57,42,75,69,59
2308024565,23080203,闭娟,女,93,76,82,43,78,72
2308024208,23080280,陈颖,女,45,77,99,86,48,88
2308024233,23080216,陈辉,男,82,69,93,47,74,51
2308024874,23080251,曹波,男,99,67,66,80,80,64
2308024571,23080258,李涛,男,62,48,86,56,73,71
2308024013,23080231,周佳,男,94,91,67,52,87,58
2308024858,23080268,叶淑珍,女,40,73,54,96,78,83
2308024379,23080218,孙婷,女,92,96,58,64,47,65
2308024958,23080293,杨海燕,女,87,58,54,96,55,41
2308024489,23080298,韩兵,男,81,62,64,100,64,42
2308024217,23080272,吕宁,女,81,50,45,79,52,87
2308024126,23080249,袁欢,女,58,41,68,92,40,43
2308024279,23080285,胡萍,男,48,88,97,71,56,67
2308024515,23080288,蒲杰,男,77,64,65,97,99,49
2308024617,23080257,潘鑫,男,55,63,46,42,63,55
2308024039,23080251,李丽丽,女,70,78,缺考,92,81,61
2308024994,23080277,唐桂花,女,98,66,92,92,98,95
2308024259,23080287,郭晶,男,92,78,76,43,49,94
2308024826,23080212,赵杨,女,81,86,69,92,67,47
2308024959,23080238,郭秀英,女,43,63,82,57,82,77
2308024769,23080221,李鑫,男,78,69,58,46,76,85
2308024461,23080236,张荣,女,86,54,97,99,46,92
2308024095,23080216,朱红梅,男,72,55,46,73,48,63
2308024363,23080287,祁龙,女,54,49,78,69,64,98
2308024577,23080287,刘帆,女,98,74,93,66,68,70
2308024532,23080212,许荣,女,98,58,86,40,99,77
2308024326,23080211,刘林,女,52,76,84,62,92,94
2308024554,23080237,李玲,男,71,54,84,55,83,57
2308024971,23080211,杜婷婷,女,56,85,73,80,80,63
2308024766,23080281,孙海燕,女,86,86,71,71,59,95
2308024022,23080244,王琳,女,65,61,70,98,88,92
2308024270,23080255,雷秀珍,女,53,47,98,83,55,66
2308024775,23080297,甘丽丽,女,83,77,77,60,56,53
2308024620,23080254,戈东,男,44,94,82,73,65,88
2308024187,23080236,张飞,女,65,46,90,42,42,74
2308024592,23080292,林娜,女,83,42,87,77,83,51
2308024876,23080212,孙洋,男,74,59,53,47,56,64
2308024302,23080221,林丽华,女,69,85,88,89,82,75
2308024010,23080263,叶瑜,男,83,41,49,91,98,61
2308024918,23080214,黄桂英,男,98,88,79,91,84,48
2308024717,23080235,林玉,男,59,82,71,57,92,99
2308024535,23080285,王瑞,男,92,69,69,82,87,80
2308024183,23080234,乔坤,男,89,76,65,99,65,91
2308024967,23080256,梁英,男,88,76,65,89,55,41
2308024662,23080273,王博,女,50,51,79,65,66,57
2308024361,23080217,刘超,男,48,88,62,57,63,93
2308024451,23080279,杨杨,男,84,62,96,73,96,56
2308024918,23080219,沈林,女,61,66,42,53,40,66
2308024708,23080237,严玉梅,男,86,98,64,90,44,91
2308024783,23080205,龙秀华,男,59,80,74,77,40,66
2308024648,23080236,李凯,女,43,47,81,57,78,83
2308024211,23080258,胡东,男,84,80,96,69,58,98
2308024520,23080214,冯玉,男,91,55,94,92,44,58
2308024930,23080287,童芳,女,76,54,50,100,76,49
2308024132,23080253,李霞,女,42,69,46,89,87,48
2308024976,23080239,张文,女,41,64,68,85,49,62
2308024124,23080288,何洁,男,83,58,旷课,84,56,76
2308024859,23080263,钟飞,男,59,90,88,79,78,94
2308024051,23080225,段志强,男,93,71,66,42,41,92
2308024476,23080277,李建国,女,84,59,48,81,63,70
2308024162,23080214,戴建国,男,82,63,98,76,46,45
2308024523,23080271,王红梅,女,66,66,78,97,92,87
2308024881,23080229,王鹏,男,71,45,48,42,42,86
2308024689,23080249,方秀芳,女,85,43,50,91,54,49
2308024645,23080267,苟彬,男,48,67,79,100,71,94
2308024414,23080231,曹玉英,女,78,74,55,75,43,79
2308024855,23080257,刘磊,男,71,49,78,82,76,87
2308024094,23080278,郑春梅,女,55,74,83,56,90,68
2308024768,23080275,徐燕,男,41,50,61,96,40,74
2308024820,23080239,吕飞,男,42,64,86,70,81,97
2308024719,23080206,张梅,男,56,53,76,51,58,49
2308024599,23080280,李楠,女,45,57,99,49,84,55
2308024427,23080291,郑军,女,94,49,82,86,85,43
2308024778,23080202,杨岩,男,84,69,64,43,92,57
2308024584,23080261,李林,女,40,78,100,99,69,53
2308024278,23080220,唐桂荣,女,95,49,58,45,63,71
2308024159,23080285,潘秀珍,女,68,64,45,42,93,97
2308024153,23080200,黄婷婷,男,74,43,82,50,87,91
2308024232,23080269,王健,女,83,61,68,54,81,100
2308024439,23080214,曹秀芳,女,58,60,65,74,97,57
2308024759,23080231,刘玉兰,女,96,57,68,92,54,62
2308024471,23080221,贾莹,女,68,55,78,58,59,50
2308024241,23080292,傅俊,男,82,45,68,69,81,69
2308024657,23080277,徐明,男,91,90,66,77,60,80
2308024634,23080238,卓利,女,96,59,73,91,59,100
2308024887,23080297,汪敏,女,61,75,89,45,77,70
2308024591,23080292,杨桂芳,女,68,85,97,86,75,61
2308024313,23080284,张艳,女,78,68,75,83,73,56
2308024751,23080296,杨辉,男,51,41,96,43,83,82
2308024726,23080255,王桂香,女,90,99,89,51,97,97
2308024248,23080248,许浩,男,63,73,65,75,43,50
2308024181,23080238,姚强,男,82,48,84,92,42,81
2308024442,23080214,梅淑珍,男,92,97,73,70,50,59
2308024370,23080275,胡岩,女,51,85,79,90,62,43
2308024444,23080271,谭淑英,女,66,65,91,83,93,63
2308024720,23080248,刘健,男,75,42,96,87,77,96
2308024438,23080276,韩兵,男,43,78,69,93,67,68
2308024688,23080234,陈静,男,80,68,64,93,65,50
2308024588,23080238,李畅,女,97,45,49,59,51,86
2308024170,23080235,苏华,男,54,80,46,79,61,84
2308024821,23080205,曾凯,男,78,59,86,74,62,93
2308024333,23080213,翟峰,男,76,84,47,74,80,86
2308024990,23080216,邓金凤,男,91,94,71,90,78,85
2308024972,23080225,许彬,女,80,42,97,44,57,84
2308024910,23080286,潘建,女,61,69,80,51,53,61
2308024387,23080284,韩岩,女,95,80,74,78,61,64
2308024122,23080206,吴慧,男,82,69,缺考,61,97,66
2308024747,23080224,张雪,女,42,62,56,56,57,57
2308024909,23080227,孔军,男,86,53,66,62,82,75
2308024025,23080274,李亮,女,78,80,51,52,45,47
2308024643,23080272,任云,男,94,78,64,44,98,47
2308024054,23080237,朱琴,女,83,78,74,44,43,83
2308024326,23080204,黄秀兰,男,61,94,92,40,80,57
2308024184,23080280,韦瑞,男,66,81,57,99,96,96
2308024305,23080299,杨英,男,87,93,71,54,98,97
2308024779,23080229,陈涛,男,44,48,84,81,92,82
2308024215,23080279,张健,女,56,98,100,59,92,81
2308024517,23080287,陈莹,女,83,60,78,99,49,66
2308024463,23080225,赵洁,女,75,71,81,85,47,45
2308024636,23080249,张红梅,女,100,73,85,67,88,74
2308024804,23080267,许玉兰,男,61,74,84,64,55,89
2308024947,23080230,常秀云,女,89,80,87,60,48,74
2308024480,23080284,梁杨,女,80,93,54,78,59,85
2308024064,23080248,黄丽丽,女,81,97,95,49,40,98
2308024905,23080265,陆颖,男,72,69,81,47,51,47
2308024283,23080287,周丽丽,女,47,58,40,62,94,58
2308024165,23080269,马瑜,女,43,91,55,71,71,83
2308024880,23080206,朱东,女,41,83,66,91,88,79
2308024914,23080215,范琴,女,89,67,86,46,80,87
2308024723,23080272,黄晶,女,81,98,66,72,61,42
2308024112,23080261,黄淑华,男,60,56,58,78,49,82
2308024890,23080215,周瑞,男,86,79,81,95,47,69
2308024027,23080281,王斌,男,63,95,97,76,82,51
2308024212,23080264,赵淑华,女,91,67,87,72,71,100
2308024107,23080216,窦莉,女,59,57,56,66,92,66
2308024941,23080257,陈鑫,女,77,44,49,70,58,44
2308024504,23080250,胡兰英,女,40,41,88,46,79,53
2308024582,23080246,黄英,女,84,66,68,49,82,93
2308024786,23080212,郭玉,女,61,68,75,43,92,67
2308024528,23080275,赵玉珍,男,40,56,77,67,86,78
2308024534,23080241,童丽,女,63,45,47,93,45,43
2308024448,23080216,王建平,女,100,78,63,95,65,49
2308024733,23080203,孙桂花,女,91,80,45,71,86,59
2308024762,23080229,李秀梅,女,91,100,91,80,45,60
2308024102,23080252,欧龙,男,87,48,43,47,83,88
2308024201,23080240,李峰,男,90,95,70,46,70,87
2308024078,23080248,江林,男,92,48,80,49,89,66
2308024006,23080200,许建平,男,91,59,100,48,99,46
2308024891,23080231,王倩,女,82,85,87,81,80,89
2308024594,23080297,车博,男,91,40,45,89,97,75
2308024764,23080251,陶淑英,男,49,100,78,80,84,40
2308024684,23080252,李秀荣,男,60,84,48,45,82,54
2308024113,23080263,张秀梅,男,43,70,49,97,77,54
2308024729,23080243,辛秀梅,男,43,57,60,86,67,80
2308024299,23080276,李桂珍,男,91,54,50,49,50,41
2308024677,23080275,潘想,女,48,52,44,43,70,43
2308024985,23080278,杨建华,女,69,96,77,78,69,88
2308024631,23080236,葛婷,女,62,96,71,77,58,96
2308024568,23080238,张红,男,58,68,74,96,51,72
2308024627,23080219,王刚,男,81,96,84,77,93,58
2308024647,23080235,俞秀兰,男,75,69,99,92,85,47
2308024252,23080282,陈秀云,女,44,91,76,93,76,67
2308024062,23080283,王玉兰,女,86,78,57,94,68,54
2308024845,23080217,吴瑜,男,77,49,48,47,86,49
2308024271,23080293,李亮,男,61,62,66,62,43,92
2308024945,23080264,孙帅,男,41,96,94,89,46,62
2308024323,23080252,朱凤英,男,65,71,79,86,77,46
2308024343,23080211,黄林,男,62,85,59,60,82,90
2308024856,23080278,王涛,女,67,67,64,47,48,47
2308024512,23080297,薛楠,女,70,46,47,84,100,78
2308024423,23080224,张华,男,88,58,旷课,43,80,57
2308024512,23080268,徐凤英,女,83,42,缺考,58,96,41
2308024703,23080230,刘淑珍,女,96,97,88,42,76,42
2308024999,23080211,莫坤,男,56,51,57,98,77,78
2308024904,23080216,李桂芳,女,89,88,93,84,65,86
2308024910,23080260,郭红,男,56,80,64,72,74,97
2308024511,23080276,董彬,男,67,61,83,83,100,77
2308024403,23080235,李丽华,女,91,66,61,81,62,68
2308024836,23080253,唐燕,女,80,60,87,56,42,66
2308024191,23080277,张萍,女,67,69,48,61,94,69
2308024043,23080226,洪晶,男,52,92,60,50,56,88
2308024196,23080266,吴磊,女,51,76,62,76,83,84
2308024226,23080211,王利,男,98,70,87,78,96,76
2308024131,23080275,叶鹏,女,98,79,80,77,85,66
2308024835,23080236,袁鑫,男,54,96,66,47,46,91
2308024989,23080211,刘兰英,女,73,92,87,79,40,83
2308024637,23080281,路桂珍,男,67,75,62,90,41,85
